user,location,text
daryrss,,PETICIÓN NACIOONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/yjnMWOAdUL
alexander_w17,Colombia,"En Colombia 🇨🇴 nos están #matando  Ayuda, Auxilio, 🆘 #Anonymous #DuqueAsesino #SOSColombiaDDHH #ColombiaResiste… https://t.co/G4s6pjByW0"
Angelly27079951,Colombia,"Sería una lástima que #Anonymous infiltrara los números de cuentas de banco de todo el congreso, quiño, guiño😉😉… https://t.co/1eY5oonStW"
dementiamusic,"Bogotá, Colombia","Pero miren a esta.
#ParoNacional4M 
#ComiteDelParo 
#Anonymous 
#ColombiaEnAlertaRoja 
#SOSColombiaDDHH… https://t.co/XQ89Kap1mK"
Sebasmoraleess,"Medellín, Colombia",@IvanDuque le dio miedito de #Anonymous y se excusa diciendo que esta en conversaciones con sectores... imagino que… https://t.co/cuEXXdfmwi
daryrss,,"PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POL… https://t.co/VXddyTzL3q"
JanCarlosRange7,,@AnonymousOpCOL #Anonymous tu puedes vamos necesitamos tu ayuda #FuerzaCOLOMBIA ustedes puedes desde mexico hasta colombia
JulinestebanFe1,,Que siga el juego #Anonymous i'm your fan! https://t.co/ggtrRKixug
yuliana_9903,"Pasto, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL
GGutierrezDavid,,"Policía Genocida 

@YourAnonCentral @AnonNews_Col @YourAnonNewsESP #Anonymous #Anonymus #SOSColombiaDDHH… https://t.co/1m5GyTpx0R"
juanpablocasta_,"Armenia, Colombia","No hay acceso a la página oficial del senado de la Republica
 #Anonymous https://t.co/gPUf1dtr4M"
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN O CARACOL Y MUESTRE LOS VIDEOS DE ABUSO POLI… https://t.co/4cSlGEeqeB
Im_karen13,,"@YourAnonNewsESP @AnonymousOpCOL @AnonNews_Col 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A L… https://t.co/t8Qwqx8s2P"
REDMENDEV,Anonima,@DilianFrancisca @jossearley2 @IvanDuque @partidodelaucol Es un mentiroso compulsivo ha mentido hasta ahora seguirá… https://t.co/ChAKjTLomY
DanielOMoralesB,"Bogotá, D.C., Colombia","Ahora fue la página del senado

#Anonymous
#AnonymousColombia
#SOSColombiaDDHH https://t.co/zIJwfR0zRW"
Giyellow3,In your mind,"#Anonymous tumbó la página del ejército, ojalá el próximo en caer sea Duque y su gabinete. + La cuenta del paraco.… https://t.co/x87fYDexI1"
rrebolmariac,,@JulianRoman No mames 😲 tocó volver acudir al Justin Bieber y #Anonymous
echeverry_sarah,,"saben que es tener que ir a arriesgar tu vida, afuera, a dar la cara por tu pais?,que el gobierno no sepa ni donde… https://t.co/Kbu6sH6XZ9"
JoelHDYT,Las Palmas de Gran Canaria,#Anonymous regresando un año después por todo lo alto. https://t.co/Kn4aEyj5Lf
ValentinaSanju4,,"#UribeTieneLaRazon
Yo viendo lo que hizo #Anonymous https://t.co/89qyc6M7ho"
noc0ps,,"Por favor que la @ONU_es intervenga YA

Tienen ordenes de Matar al pueblo Colombiano. 

#SOSColombiaDDHH… https://t.co/jngGV5KtHp"
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/bHKoBJgcaw
juanseDcano,"Bogotá, D.C., Colombia",@juanmunerac Aquí es donde hace su gloriosa aparición #Anonymous #helpus
brannfonseca,,"#SOSColombiaDDHH
@CorteIDH @ONUHumanRights @AnonymousOpCOL Si algo le pasa a los muchachos de @PrimeraLineacol… https://t.co/qKvNBaIEMF"
daryrss,,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/rhOxnRQcw2
veronik_perezz,,@IvanDuque le dio miedito de #Anonymous y se excusa diciendo que esta en conversaciones con sectores... imagino que… https://t.co/CTeu1QApxe
Tombofobicx,,"#Anonymous ACABAN DE TUMBAR LA PAGINA WEB DEL SENADO,,, AMOO"
saturnmay09,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE NOTICIAS CARACOL Y RCN Y MUESTRE LOS VIDE… https://t.co/eHZs5zTpUw
Santiag30186457,"Antioquia, Colombia |-/","We need anonymous to intervene in President Duke's tv broadcast at 6:00 pm

Necesitamos que anonymous intervenga en… https://t.co/pkP8VaL9bE"
jesi_valderrama,"Pereira, Colombia",#Anonymous @AnonymousOpCOL un sueño! https://t.co/ThTvjspGbj
Andres21096,,"@ELTIEMPO Que raro que el presidente cancele, será que le dio miedo que mostraran las imágenes de la realidad delo… https://t.co/x89pqYQbXD"
kristian_pipe,"Cali, Colombia",@Anonymous_CO #Anonymous solicitamos intervenir las noticias de rcn y caracol y mostrar los vídeos
_Ralito,Venezuela ,"@pernalete69 @YourAnonCentral @IvanDuque Van a caer, que ni crean que el pueblo colombiano está solo... #ChalecosAmarillos #Anonymous"
RCA301,,En #Colombia: COPIEN Y PEGUEN. Esto acaba de suceder en el barrio Nueva Base en Cali. #ParoNacional4M ASÍ NO SEAN D… https://t.co/AHNGi8pRjW
forever33537256,,@AnonymousOpCOL PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL!!
jekitamarin,,@ELTIEMPO Mínimo se fue a llorar porque tenía miedo que #Anonymous  le dañara la porquería de programa
ColombiaSOS3,,"Gracias a #Anonymous  ya tengo mi iPhone 12 en camino jajajajja 

Ha y también Netflix, Amazon y Disney+ 😂😂😂… https://t.co/TxCWDTAPnq"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/retNcuw2MR"
Stalin06581275,,#Anonymous @AnonymousOpCOL ojala no interrumpan  en la transmisión de duque https://t.co/ZYuuwgqjJi
Jonatha45890668,,@YourAnonNewsESP PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/jvHNFlk2WV
soyfabianmayorg,"Santander, Colombia","Informan que la PÁGINA DEL Senado FUE HACKEADA POR #Anonymous.

Dejaron este mensaje:

#SOSColombiaDDHH https://t.co/VAahV9AlFc"
SilenciadoDleal,Colombia,vos te imaginas que #Anonymous se infiltrara :) https://t.co/zRXraBWSpI
Alexd710a,,Contexto de los que esta pasando en colombia?#Anonymous
stxsdxrxvskx,republica bananera,"No hay perdón ni olvido ✊🇨🇴

#Colombia #ColombiaResiste  #ColombiaSOS  #SOSColombiaDDHH #ParoNacional4M… https://t.co/ND7KGtp7bd"
alexander_w17,Colombia,"En Colombia 🇨🇴 nos están #matando  Ayuda, Auxilio, 🆘 #Anonymous #DuqueAsesino #SOSColombiaDDHH #ColombiaResiste… https://t.co/hQLh1G37l3"
juanestebanlune,,"@MiguelUrban @LosTuitsDeMarco #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A L… https://t.co/w3s8F5NlJR"
Stefany45935303,,#Anonymous gracias por lo que estás haciendo la verdad es que el gobierno de Colombia es lo peor duelale a quien le duela esa es la verdad
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@NoticiasRCN… https://t.co/l6NCurewvn"
AndreYep21,,Te necesitamos #Anonymous https://t.co/EVJOZeS6Ci
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/di5K3ejfh9"
YeseniaGirald10,,@AnonNews_Col #Anonymous tumba la transmisión del presidente a las 6pm col 🙏🏼 @AnonNews_Col @AnonymousOpCOL
ElsaFernandez_,,🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN la lista de manifestantes desaparecidos durante el #ParoNacional4M e… https://t.co/hnjb9Wd4q0
soscolo37380262,,@juanes @IvanDuque Estos triple doble catre 70 hijueputas nos están matando #Anonymous #DuqueAsesino #UribeGenocida… https://t.co/CyeEh1a9iV
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/I6KG3d6TEk"
CastillaTata,,#Anonymous  el pueblo colombiano pide intervenir las noticias de rcn y caracol hoy a las 07:00 colombia inician las noticias
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/6QkB3qbM7f"
lisamysky,★ Blackpink ♡ 24/365 ★,@igukrosie @fani_lalazi Gracias #SOSColombiaDDHH #ColombiaResiste #ColombiaSOS #Anonymous
JuanesQZ,"Medellín, Colombia",@YourAnonCentral será posible que hoy en la transmisión del presidente Ivan duque 6:00pm hora nacional muestres los… https://t.co/5T8oF9ajbM
OrdonezAstrith,,#Anonymous por favor tumba el programa de TV del presidente de Colombia televisado en televisión nacional y muestra… https://t.co/gvGJEpsaH7
danielapvillega,Colombia,#Anonymous  el pueblo colombiano pide intervenir las noticias de rcn y caracol hoy a las 07:00 colombia inician las noticias
oscarfuentes07_,"Ibagué, Colombia","Esto no puede seguir así, en esta vida hay un #Anonymous que todo lo vé 💥 #ResistenciaColombia"
aLeXiTa911030,,@anonopshispano Puedes ayúdanos a taguear a #Anonymous para que en Colombia intervenga en el programa de las 6 de l… https://t.co/9ROmuiVRfU
_DanielM22,"Yopal, Colombia","Después para que salgan a decir que ellos si hacen las cosas bien, pero ya no le creemos a ningún medio de comunica… https://t.co/cLvMyEzSzm"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/LhPkAZQxiZ"
Stalin06581275,,"#Anonymous EL PAIS TE QUIERE POR LAS PROEZAS QUE HAS HECHO CON LA ESCORIA DE AUTORIDAD QUE HAY EN ESTE PAIS 
ESTAMOS EN DEUDA 🇨🇴🇨🇴👊"
WallasTg,,"Paginas del senado, congreso y fuerzas militares caídas!!!!

Y el presidente hoy no HABLARA MIERDA!!!!

#Anonymous… https://t.co/zranhhATBZ"
EuLauraTg,,@ONU_es we NEED HELP. They're KILLING US. necesitamos la intervención de organismos internacionales porque nos quie… https://t.co/iEbdrgTwX1
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@NoticiasRCN… https://t.co/h9Qg6VR9Zj"
SEBASTIAN__BJ,"Pasto, Colombia","Woooow, se siente el respaldo
🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴
#Anonimus 
#Anonymous
#SOSColombiaDDHH
#ElParoNoLoParaNadie… https://t.co/WqPXULjSK0"
Laurenxtwins,,Por favor #Anonymous haz tu trabajo!
lcggnz,Bogotá,Les propongo un sueño: #Anonymous tumbando los portales de RCN y Caracol hoy.
Jeisson40857608,,"Hoy si quería ver el programa, a duque le dio miedo con anonymous
#NosEstanMasacrando 
#NosEstanMatando
#Anonymous… https://t.co/znHzANKZtD"
VivianaVc77,"Yarumal, Colombia","@AnonNews_Col #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUES… https://t.co/2xzy1qmFbn"
LeonGallego2,Colombia,#SOSColombia #Anonymous @AnonymousOpCOL @YourAnonNewsESP @YourAnonCentral MEJOR HACKEEN programa #PrevencionyAccion… https://t.co/aBI6bYLxpp
Daniela_1016,,@Anonymous_CO #Anonymous por favor! https://t.co/DdHurqKdoz
Adrian_N13,BARRANQUILLA,PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/0XO5yCq2Hy
Ashley92236616,,"Ojala que #Anonymous no se le ocurra hackear la television Colombiana,exactamente a las 6:00 de la tarde (Hora Colo… https://t.co/UW0C4NGcY6"
Varian57451003,,"@CamilaGuerreo3 No está sola. Sí una voz es callada, millones se alzarán. #NoEstasSola #Universidad… https://t.co/5ZvWRT0ZXf"
ValeryS_18,,"No olvidemos que todos somos un mismo pueblo, y muchos de ellos han apoyado las marchas, no los dejemos de lado.… https://t.co/SyvwPpYXzV"
quarz122281,En Mi Mundo No En El Suyo,"🚨🗣️#SOSColombiaDDHH #DuqueAsesino #FuerzaCOLOMBIA #NosEstanMatando #Colombia #Anonymous
No para la represión en Col… https://t.co/15hjIUElJS"
Ocampo__01,,#Anonymous NOSOTROS COMO PUEBLO LO PEDIMOS A GRITOS 🇦🇲 https://t.co/ABwL0XgrKp
AnonymousOpCol1,,"Saludos a la gente del mundo libre. Somos anónimos, estamos a favor de la verdad, estamos a favor de la libertad, ¡… https://t.co/SfE8zJb8Ij"
ESYourAnonymous,,Según el coronel Julián Buitrago de @CaiVirtual afirma que nuestros ataques son falsos y causan desinformación. A v… https://t.co/Qc4POLL5S3
ez_vale,,"@Anonymous_CO Parse los amooo!!! Muchas gracias!! 🥺 COLOMBIA SEGUIRÁ EN LA LUCHA!!! 
#Anonymous 
#SOSColombiaDDHH"
RonaldVargaslml,Colombia,"Lo que se ha filtrado en #Anonymous

#SOSColombiaDDHH
#SOSColombiaNosEstanMatando 
#AnonymousColombia
#DuqueAsesino… https://t.co/WvN0aQ2THf"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/jYSvTzwvNQ"
REDMENDEV,Anonima,"Que se sepa la verdad, Colombia esta sufriendo por un gobierno que sólo da mermelada y quiere exprimir a la clase t… https://t.co/H6lcNnDFgo"
Valeria13796967,,Esperando a que sean las 6:00 pm a ver si #Anonymous le colapsa el programa a duque #AnonymousColombia #SOSColombiaDDHH
Frasesp11466681,,"#SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS… https://t.co/F76DPT8aOC"
ESYourAnonymous,,"#OpColombia #Colombia #Anonymous 🇨🇴
https://t.co/ze3h2WXHoo HACKEADA por Anonymous Venezuela en apoyo al pueblo de… https://t.co/9D2uLXbHwC"
Fernand10381449,,"#Anonymous hackea la página del estado de la República.
#Anonymous #AnonymousColombia #AnonymousColombia… https://t.co/curgR1I00P"
4FireS,Bogotá D.C. - Colombia,"No le digan a nadie, pero #Anonymous acaba de filtrar las cuentas de correo y los tokens de acceso de algunos senadores shhhhhhhhhh"
NattyCoGo,Colombia🇨🇴,Veo a #Anonymous en tendencia en Colombia 🇨🇴 y se me eriza la piel 🤯
AlbeCabarcas,"Turbaco, Colombia ","Hay esperanza #SOSColombiaDDHH 
#FuerzaCOLOMBIA #DuqueAsesino #Anonymous https://t.co/z3eTmr0eEx"
de_yachan,Colombia,"Razón #1 por la cual no me suicido #SOSColombiaDDHH 
#FuerzaCOLOMBIA #NosEstanMasacrando #Anonymous https://t.co/XKweuU4XDp"
icarebutfuckit,"Dubái, Emiratos Árabes Unidos",Que ni se les ocurra borrar las bases de datos de datacredito y el icetex guiño guiño  #Anonymous
eltrujis10,,Gracias #Anonymous https://t.co/kkb0ZaRuAp
danielapvillega,Colombia,#Anonymous solicitamos intervenir las noticias de rcn y caracol y mostrar los vídeos
edylp_6,Colombia,HAN HACKEADO LA PAGINA OFICIAL DE EL SENADO DE LA REPUBLICA GRACIAS ANONYMOUS #SOSColombiaDDHH #Anonymous https://t.co/HVleGCl91y
juliocruz2609,"Neiva, Colombia","""No olvidamos no perdonamos"" #Anonymous como siempre mostrando la verdad al mundo👊 https://t.co/MGHStD8Apm"
DiegoVargasSnc1,,"#Colombia
🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN la lista de manifestantes desaparecidos durante el… https://t.co/mlSNMrXaLL"
YurleydiM,,"Amo a estxs tipxs
#Anonymous https://t.co/ppAnUe0ZZL"
jhonathamal28,Barranquilla ,"Yo prenderé la tv a las 6 pm con la esperanza de ver a #Anonymous en lugar de #DuqueAsesino 
#ParoNacional4M #"
Stefann71477146,,"@AnonNews_Col #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUES… https://t.co/UACmXMKmlT"
JulianBalaguer9,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/SCLXue9PtT"
pablo1vt,CUCUTA ,Besos a toda Colombia fuerza #ApoyoAMiFuerzaPublica #ElPeorGobiernoDeLaHistoria #ADuqueLeDigo #YoApoyoAMisHeroes… https://t.co/ri3BveX7um
ALEX90427324,,¡MENSAJE DE ANONYMOUS A COLOMBIA Y ADVIERTE AL GOBIERNO! | PARO NACIONAL &gt; https://t.co/6yAbkftkxl via @YouTube… https://t.co/gwpOR2BxGn
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/ztjNbSSpRI"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE LAS… https://t.co/pgBEFBzBIt"
magnox74049394,,Que hace la fuerza publica @PoliciaColombia con armas Tavor Calibre 5.56 con alcance de 500 metros atacando al pueb… https://t.co/JNZalIbHx5
danielapvillega,Colombia,#Anonymous  ojalá entiendan https://t.co/kD7INUdhDA
Greeman167,,"@AnonNews_Col #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUES… https://t.co/u6Up7YnSiz"
_Juan_Daniel_,Bogota,"Lo que se ha filtrado en #Anonymous

#SOSColombiaDDHH
#SOSColombiaNosEstanMatando 
#AnonymousColombia
#DuqueAsesino… https://t.co/HNqEgaQ3ya"
Anonec01000011,01000001 01001110 01001111 010,Así es como llega la gente a los hospitales colombianos! El pueblo de Colombia 🇨🇴 necesita ayuda! @DrSuazo915… https://t.co/pHvj2CTbZ7
AlbeCabarcas,"Turbaco, Colombia ",Ah te asustaste Duque #Anonymous https://t.co/VXpHHgKDFR
yedugonzalez,,Eres lo máximo #Anonymous
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/DJJQGlO3hc"
tuput4579555872,,#Anonymous PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABU… https://t.co/etxlwiO45d
SergioDaniel753,,@WRadioColombia @IvanDuque Justo cuando #Anonymous se pronuncia... https://t.co/ER0UUVHtNf
efedefiasco,"Cali, Colombia","Uno de los mejores Tiktoks que he visto. 

#ParoNacional4M 
#Anonymous https://t.co/28W3PYNHu3"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/wKhsd3KEZF"
Colombiainform6,,"#LoÚltimo Anonymous hackea la página web del Senado de la República de #Colombia.
 #AnonymousColombia publicó  en T… https://t.co/FTGLhTLhDN"
ivsarcasmo,,Tiembla Ivan Duque #Anonymous https://t.co/dJhrYNzU0l
ESYourAnonymous,,"Estén atentos a nuestros próximos tweets porque vendremos con más ataques al gobierno Colombiano, esperenos. ;)… https://t.co/9O4ldVgT7i"
PASSIONBOOKS571,,"#Anonymous #AnonymousColombia 
Petición para que sean hackeadas las trasmisiones de RCN Noticias y Noticias Caracol"
JolmanGomez99,"Ibagué, Colombia",PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MUESTRE LOS VIDEOS DE ABUSO POLICIAL… https://t.co/nKh3nZYALM
JuanDav97226277,,"#Anonymous #SOSColombiaDDHH #DuqueAsesino ayuda por favor nos están matando!!
Por favor @ONUHumanRights haga algo p… https://t.co/ARWDwFZcS8"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE NoticiasRCN Y… https://t.co/6trAxD63vt"
leirymora1,,Como sería para que #Anonymous tumbe el programa de Duque y ponga los videos de abuso policial :o
linalopez929,,"No hay perdón ni olvido ✊🇨🇴

#Colombia #ColombiaResiste  #ColombiaSOS  #SOSColombiaDDHH #ParoNacional4M… https://t.co/QrQgahflE7"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE 
@NoticiasRCN… https://t.co/kamtVs9h1Z"
angie_sulky,Estrella de miel ⭐️🌻,Mensaje de #Anonymous. 👌🏻 https://t.co/brIowKIDmX
FX95709377,,#Anonymous hackee las cuentas de Duque.
baewcat,Colombia,"Parece que #Anonymous va muy en serio. La página del Senado, también cayó. 

#ColombiaResiste #Colombia #ColombiaSOS https://t.co/gP2W96Qyv8"
brannfonseca,,"#SOSColombiaDDHH
#Colombia 
#SOSColombiaEnDictadura 
#ColombiaEnAlertaRoja 
#NosEstanMasacrando 
#Anonymous… https://t.co/ecRkFHTxtG"
oscarfuentes07_,"Ibagué, Colombia","Por aquí puede ser ya que Duque no va a presentar su programa  #AnonymousColombia #AnonymousNews 
#Anonymous https://t.co/5v1wJkaSwy"
Naanii_15,"Cali, Colombia","#SOSColombiaDDHH
El marrano🐷 ya cancelo su circo
 @YourAnonCentral  @AnonymousOpCOL @YourAnonNewsESP
#Anonymous https://t.co/8nSDPPOOnE"
davidsora182000,"Tunja, Colombia",#Anonymous  Saque a duque de TV!!! https://t.co/x287IqZx5J
juanestebanlune,,"@AnonymousOpCOL #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MU… https://t.co/OYPDd0B21k"
ThomasNoApostol,CE Democrático,"@AnonymusNews_ ¿Púes cual Colombia? 

Dolo hay 5mil niños jugando a policías y ladrones... 

Y a destruir.... 
Y todo queda #Anonymous"
daryrss,,"SI EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE @NoticiasRCN… https://t.co/YKMaEApVro"
juanestebanlune,,"@AnonymousOpCOL #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:00PM Y MU… https://t.co/CJp8x8YnJi"
YahirOrdinola4,,"@YourAnonCentral EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE… https://t.co/B0AFfymEvI"
danielapvillega,Colombia,"#SOSColombiaDDHH #Anonymous 
Necesitamos de toda su ayuda"
Davidsp521,,Si @IvanDuque cancelo hoy su programa pidamos a #Anonymous que use esa franja horaria y la de los noticieros de… https://t.co/8u0SkDSkPN
almeida_yola,,"@AnonNews_Col @AnonNew_Col
#SOSColmbiaDDHH
PETICIÓN NACIONAL PARA QUE #anonymous TIRE EL PROGRAMA DE DUQUE A LAS 6:… https://t.co/dck0DKTJRs"
AxuliKat,"Colombia, Bogotá","Dios mío, sin palabras... 💔🇨🇴

#NosEstanMatando #SOSColombiaDDHH #DuqueAsesino #AsesinosCobardesDelEsmad #Anonymous… https://t.co/fLs5jwIqLM"
WQRadio_EC,Guayaquil - Ecuador.,"Además acusaron al Gobierno de crear tácticas para evitar abastecimientos de alimentos en Cali, Bogotá y Medellín.… https://t.co/pzWCjHrTfw"
ElesRobin,Bogotá,"Ahora @IvanDuque se refiere a si mismo como ""Comandante Supremo de las fuerzas militares"". ¿Donde había yo escuchad… https://t.co/XG7Jx9Eyhb"
lorerv21,,"Gracias #Anonymous solicitamos amablemente por favor continuar atacando...
Mover redes funciona!!!"
NicolasM87G,,Miedo a una filtración? #Anonymous #DuqueAsesino @YourAnonCentral https://t.co/kj5AdAYsv3
alejoflorian,colombia,#Anonymous son unos héroes sin capa pero con máscara jejeje https://t.co/6Fy7ArzVOs
yeniyepes,"Medellín, Colombia",Transmisión en vivo de la manifestación por los barrios hoy #4DeMayo en #SantaRosaDeOsos en apoyo al… https://t.co/oURrFDD4Dt
FranciscoReina7,,Que Casualidad #Anonymous https://t.co/Nes22vCleJ
de_yachan,Colombia,¡JA! Lo más probable es que se quiere resguardar ya que sabe que esta #Anonymous https://t.co/MxU0M3JsiY
daryrss,,El Cara de cerdo ya cancelo el programa de hoy le dio miedo el gran #Anonymous pero estaría bien que hackeara esa f… https://t.co/cr1umQytL2
panconpony,Colombia,@YourAnonNewsESP NATIONAL PETITION FOR #Anonymous TO TAKE DUKE'S SHOW AT 6:00 PM AND SHOW THE POLICE ABUSE VIDEOS S… https://t.co/k9cGawNtIx
Jeison__Castro,"Neiva, Colombia","#SOSColombiaDDHH #Anonymous #AnonymousColombia #SOSColombiaNosEstanMatando
Al parecer hackearon la página del senad… https://t.co/13GYlg3RJ5"
EuLauraTg,,#SOSColombiaDDHH #SOSColombia #DuqueAsesino #SOSColombiaEnDictadura #Anonymous #ColombiaNeedsHelp  hilo sobre lo qu… https://t.co/bmoiXOaeh7
panconpony,Colombia,@YourAnonNewsESP NATIONAL PETITION FOR #Anonymous TO TAKE DUKE'S SHOW AT 6:00 PM AND SHOW THE POLICE ABUSE VIDEOS S… https://t.co/BYYN6rwKbl
SofiaPerdomoMu1,Colombia,"SI SEÑORES.... ES VERDAD 

#ColombiaEnDictadura #NosEstanMatando #Anonymous #ColombiaSOS #ColombiaSeRespeta… https://t.co/0lVQ5MjfAo"
luvsthwrld,Colombia,"@YourAnonCentral EL CIRCO DE DUQUE SE CANCELA NO IMPORTA, PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAMA DE… https://t.co/VT0oIxMnmA"
elvaletrestiras,Colombia,#Anonymous y sus revelaciones https://t.co/4wxqOjZHLE
juanestebanlune,,"@YourAnonCentral @AnonymousOpCOL @IvanDuque #SOSColombiaDDHH 
PETICIÓN NACIONAL PARA QUE #Anonymous TIRE EL PROGRAM… https://t.co/trdOCJM1lA"
D0200020,,seria una manera original y sutil de rechazar los abusos interfiriendo la transmicion diaria de ivan duque… https://t.co/026sKN6vxO
