user,location,text
SONGI68811481,,Muchísimas gracias por tener empatía con nuestro país y apoyarnos #Anonymous
y_e_r_s_o_n_,Entre Cali y Jamundi xd,"y si le tumban la cuenta a este hijueputa de @AlvaroUribeVel y @IvanDuque .

porfavor :3 #Anonymous… https://t.co/o3Ti7kJCiD"
SUPERLOKOMOTORA,VENEZUELA ,#Anonymous SE LES METIÓ AL RANCHO AL EJERCITO DE COLOMBIA....🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/GC1QRGPo69
Pelicolombianas,"Bogotá, D.C., Colombia","¿Ya vieron que una de las contraseñas de los correos de militares expuestos por #Anonymous era ""cementerio2009""?

¿… https://t.co/zFUFugA6hJ"
marango979,"Medellín, Colombia",Es increíble que estén creyendo y compartiendo las filtraciones de Anonymous. Sobre todo ellos filtrando informació… https://t.co/r2vOXs0Y3t
LolaRoman22,"Cartagena, Colombia","🇨🇴SOS COLOMBIA🇨🇴
#comisioninteramericanadederechoshumanos #wola #EuropeanCourtofhumanrights #amnistiainternacional… https://t.co/Rpu7Wk8cSA"
StevenMelndez6,,les propongo un sueño 🙏🧍#Anonymous https://t.co/PtukSQdX3z
jstiventobar,,Siento decirlo pero para mi #Anonymous es solo un sofisma de distracción que arman las mismas élites para que estem… https://t.co/y2ZuTVcfFy
jaiber5_3,EN LA HOUSA. 🏠,"EN OTRAS NOTICIAS: Tombo haciendo los pasos prohibidos en live. 🇨🇴👮‍♂️
#Anonymous https://t.co/pOKD8ox81H"
captchafck,,Si #Anonymous ha hecho eso a la web del ejercito colombiano..podeis imaginar lo que puede estar haciendo el ejercito..
nsdzmo,,"Que no tengan que llorar más las madres colombianas por que sus hijos mueren en una guerra ajena

#ParoNacional4M… https://t.co/9DvDJcoAQJ"
MayeeTafurt,"Bucaramanga, Colombia",Será que #Anonymous me hackeó el computador? Justo hoy sacó la mano
Equissoypao_,,Gracias #Anonymous ya tengo play 5 ❤️ https://t.co/Vzmpgrlz0S
Ivanyessid17,"Cali, Colombia",te imaginas donde #Anonymous interrumpa la transmisión de prevención y acción de @IvanDuque ?
AnonLeaks,,"Fuerza #Colombia !!
Naciste para destruir la opresión y crear libertad. Naciste para enseñar a la misma gente que t… https://t.co/EyTosn8yor"
alexa38610,colombia,No se si reír o llorar de emoción 😭😭😭🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴😭😭😭😭 #comisioninteramericanadederechoshumanos #wola… https://t.co/S2h0Qn74iv
_luxury04_,대한민국 강남구,"Basta de corrupción, negligencia y opresión. Nosotros somos el cambio.
#FuerzaMexico #FuerzasColombia… https://t.co/FBULZmBww0"
_Ralito,Venezuela ,En #Colombia: COPIEN Y PEGUEN. Han borrado este video cantidad de veces. #ParoNacional4M ASÍ NO SEAN DE COLOMBIA… https://t.co/VpoyI8n7I3
Estebban19,,"#Anonymous https://t.co/Fv4b3Azt17
El cerdo en un live, empiecen a joder por ese lado 
@AnonymousOpCOL @YourAnonNewsESP"
sombrerotortuga,,Ahora cuando van a hackear a Maduro y su ejército #Anonymous ?
jes_yosoy,Ciudad de México,Cuando un gobierno asesina a sus ciudadanos pierde cualquier razón de existir. #SOSColombiaDDHH #Anonymous https://t.co/ki2NkBIUiT
elnadaista,,"#SOSColombiaDDHH
676K
#ParoNacional4M
123K
#CHAMPIONSxESPN
#Anonymous
24K
Justin Bieber
65K
Shakira
78K… https://t.co/QfjNvVyYUr"
Fer64645054,,"‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous… https://t.co/Yt5Y4aRBjH"
marcelarios83,Tabio,"Lo que empezaron los #kpopers ayer, hoy lo continuó #Anonymous #SOSColombiaDDHH #SOSColombiaEnDictadura #SOSColombiaNosEstanMatando"
NathalyOcampoO1,,@YourAnonNewsESP El titere esta en vivo por facebook #Anonymous #SOSColombiaDDHH #ColombiaEnAlertaRoja #OpColombia
rodri22diaz,"Santiago Bernabeu , España",Los tercermundistas de LATAM aun se piensan #Anonymous existe y siguen poniendo el mismo video pero editado con otr… https://t.co/CVGiHn0ljA
noc0ps,,"OJO @CNNEE le harán una entrevista al Matefire

Estar pendientes para ver con que se va a excusar el NAZI.… https://t.co/46yte7hvow"
Infantecamargo5,Bogotá Colombia,@Rubiu5 #Anonymous  Hackeó La pagina del ejercito Colombiano y la Wikipedia del Ejercito
ohramireza,"Cologne, Germany",ANONYMOUS esta con el colombianos 🇨🇴 ! https://t.co/PivQoaYUUZ via @YouTube Thanks #Anonymous 🦾
hernandez_1119,"Popayán, Colombia","#Anonymous les propongo un sueño! Que en lugar del programa de Duque, @AnonNews_Col  suban los videos de #AbusoPolicial"
soscolo37380262,,#Anonymous comunismo disfrazado de capitalismo criminales @IvanDuque y @AlvaroUribeVel #IlegalizacionDePodemosYa… https://t.co/m9dJBSez3Q
milo_cn,"Medellín, Colombia","#Anonymous  tumbaron la web del gobierno?. Ojalá se jodan todos esos miserables, para el 2022 que no esperen que vo… https://t.co/XLsrsYgHSH"
abigail19859341,,"por favor difundan!!! 💔🙏
#ParoNacional #Colombia #Anonymous #SOSColombiaDDHH https://t.co/aOhC2e1jQz"
MarijoFrancoo,,"Anonymous empezó a revelar correos y contraseñas del Ejército Nacional 🇨🇴

#ColombiaResiste #SOScolombiaDDHH… https://t.co/4WJRTzfXKO"
ANACRISMONTOYA,,"No sé, si #Anonymous es tan poderoso por qué no le hace daño sensible a los gobiernos de Putín o Maduro, por ejemplo."
ElZorroOk1,Argentina ,El paris quedando eliminado y cuando no neymar vendiendo humo nuevamente 💥⚽ #BuenMartes #Anonymous #ChampionsLeague https://t.co/vqKQSoRcY4
adncolombia,"Bogotá, Colombia","En medio de la protesta social que atraviesa el país, el grupo de hackers se pronuncia y toma acciones, conozca más… https://t.co/LZkczppzOS"
JulinGuerra6,"Envigado, Colombia",@Nata_Arelen Y como se les pide a los de #Anonymous que hackeen también la cuenta del parquito mayor? 🙄
Equissoypao_,,Los del ejército de Colombia cuando ya todos vimos sus correos y sus  contraseñas pedorras #Anonymous https://t.co/LKZAevUHIu
mjra24_,San Estanislao - Bolívar - Col,"Me recuerda al capítulo de ""quién mató a Sara"" cuando burlaron al viejo ese.. dale #Anonymous yo sé que tú puedes 😁… https://t.co/e7yqXU4sQj"
HEDOJUDI,,"Les recuerdo @AnonymousOpCOL no es la primera vez que acata a el Uribismo, hace 45 semanas (1 año aprox) bloqueo el… https://t.co/t3VuavQr1p"
Nata_Arelen,"Bogotá, D.C., Colombia","No es alterar información, eplasmar la verdad. 
Gracias #Anonymous. https://t.co/VKzj2KbsVb"
_Ralito,Venezuela ,En #Colombia: COPIEN Y PEGUEN. ¡Esta pasando justo ahora en Cali en el #ParoNacional4M. ASÍ NO SEAN DE COLOMBIA… https://t.co/iF5z4ccjwE
camilajejeieb,,"#Anonymous NO OLVIDAMOS , NO PERDONAMOS, ESPEREN"
carolinasimanc3,AsiComoSoy☺ ,Jajaja #Kikitomio #ColombiaSOS #DuqueAsesino #MasacreEnColombia #Anonymous #NosEstanMatando #NosEstanMasacrando… https://t.co/rhgbveqfvT
ElPathan,"Medellín, Colombia","¿Y tú, ya compraste #Bitcoin como forma de protesta contra el sistema asesino y los bancos corruptos?

No podemos p… https://t.co/smFXfS4v3M"
AndresBertel_,"Valledupar, Colombia","Somos #Anonymous , somos legión.

Yo: https://t.co/3wKvXGTJPD"
kimyftrobleis,I'm gonna die in Colombia⏃,"amigo #Anonymous ha movido el cielo y tierra para Colombia, gracias por el apoyo, literalmente nos ayudaron a salir… https://t.co/ixXLaqa30J"
JohanJi18619248,,@YourAnonNewsESP #Anonymous nos estan matando en cali y el precidente solo save hablar mierda alas 6:00pm… https://t.co/W3uewfyhaW
noc0ps,,"A pagar las deudas del ICETEX GOGOGO!

#Anonymous https://t.co/DZYoz8drgw"
hernandez_1119,"Popayán, Colombia","#Anonymous
#DuqueAsesino #ColombiaEnAlertaRoja #NosEstanMasacrando #SOSColombiaDDHH
Que Anonymus transmita los vide… https://t.co/8FKFbEPEjP"
SofMa402,,"Les propongo un sueño✨
#Anonymous https://t.co/QStTvJRrMN"
Equissoypao_,,"#Anonymous GRACIAS POR AYUDAR, COLOMBIA Y EL MUNDO ENTERO TE LO AGRADECEN 🇨🇴😭 https://t.co/gWHLQO12gw"
RubianoCotes,,#Anonymous Se metieron con la generación que cree más en #Anonymous Que en el gobierno.
Hiperin11,,"#OpColombia, Comprometidos.

Somos #Anonymous.
Somos legión.
No perdonamos la censura.
No Olvidamos la opresión.
Es… https://t.co/cRGNLqsy7a"
Conttroversia,,Para mí #Anonymous  tiene la cara de Elliot https://t.co/60SNhRSMat
alvarocmendoza,Montería-Bogotá ,#Anonymous tumbó a Ajuaaaa Ajuaaaa Jajajaja
adrianasky,Bogota,#Anonymous tumbo la página del ejército...Gracias 👏 por apoyar a Colombia #ColombiaEnAlertaRoja y que se sigan tumb… https://t.co/OFb4SwwnEN
elnadaista,,"#SOSColombiaDDHH
676K
#ParoNacional4M
123K
#CHAMPIONSxESPN
#Anonymous
24K
Justin Bieber
65K
Shakira
78K… https://t.co/T3y6hk2WFm"
juancarroll98,"Barranquilla, Colombia",Se imaginan ser miembro del ejército y correr a cambiar la contraseña? #Anonymous
MAPH0_0,,"Se metieron con la generación que confía más en #Anonymous que en el ""gobierno"" de Uribe... perdón, Duque… https://t.co/wExahaDP7S"
JavierElDelCafe,Twitter Suboficial,En el Uribismo son tan hijueputas que son capaces de hackear a #Anonymous
elvaletrestiras,Colombia,"Cuando me entero que #Anonymous  tumbó la página del ejército, pero no tumbó la base de datos de los deudores del I… https://t.co/Uink7am5fn"
veronik_perezz,,#Anonymous #GobiernoGenocida #DuquePareLaViolencia #EstadoAsesino es imposible no llorar ante semejante tema y reco… https://t.co/jpX9rRTgql
irondela,London UK,Parlamentarios Britanicos preocupados por la situacion en Colombia. Condenam la inaceptable violencia por parte de… https://t.co/wNCxllAApG
nelson4art,"Bogotá, D.C., Colombia",#Anonymous será que no me hace un favorcito en la página de datacredito?
maifrend_,El Mero chile,#Anonymous y #Colombia son tendencia. https://t.co/FQaxD5kIEn
Rogeliojramos,Fonseca Guajira- Bquilla,"#Anonymous hijo sácame de Datacredito, hazme ese dos"
valriasrodr,,"TIRANIA DISFRAZADA DE DEMOCRACIA.
REPORTEN LA CUENTA DE ESTA MUJER.
#Anonymous https://t.co/f7vSS3fjb6"
nicolassxc_,,ojalá #Anonymous no les tumbe las cuentas a el gobierno https://t.co/KqLI7dFWAl
loupdan,Bogota,Viendo las peticiones que le hacen a #Anonymous sea de uno cuenta que la gente ve mucha televisión.
aguirremolina11,,#Anonymous #AnonymousColombia #SOSColombiaDDHH hoy empieza la purga en Santiago de cali-Colombia hora local 7pm. No… https://t.co/xgcKcO0ove
cristianbosh,,🏴‍☠️La página oficial del #Ejército de #Colombia 🇨🇴 fue vulnerada por #Anonymous filtrándose las contraseñas de más… https://t.co/46kLVrEZga
Aleja_Ovalle,Colombia,Se imaginan que #Anonymous hiciera cietas modificaciones en la base de datos de ICETEX. Seria un poema
ElMonj3,,#Anonymous fuerza Colombia... Resistencia.... https://t.co/GrcA7vyYm6
maria02074,,#Anonymous en. Colombia nos están censurando. Revelen la verdad al mundo #ColombiaAlertaRoja #DuqueDictador https://t.co/y7BhiX0M2r
Johana30488300,,#Anonymous deberían bloquear las cuentas del innombrable paraco SOS COLOMBIA 🇨🇴
NinoLoaiza,,#Anonymous no nos defraudes #SOSColombiaDDHH
laukatherine96,medellin,"#Anonymous
@ONU_es
@onucolombia
@ONU_derechos
@CIDH
@CNNEE
@cnnbrk
@ajplusespanol
@AP_Noticias
@Almagro_OEA2015… https://t.co/LlyHtWVCzj"
Fer64645054,,"‼️🚨DIFUNDIR URGENTEMENTE 🚨‼️@AnonymousOpCOL  VIENEN AL RESCATE 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous… https://t.co/eu3LhtYCay"
DiegoAlaguna,,"Dejemos de llamar a la pronunciación a quienes simplemente no quieren hacerlo, por la razón que sea.… https://t.co/3AIP78j7II"
JUANPAARIAS3,"Medellín, Colombia","@AnonymousOpCOL 
@AnonNews_Col 
Con todas mis esperanzas en ustedes, el video que ustedes hicieron de 0:44seg si pu… https://t.co/6c5JOLewmr"
PauTP23,Colombia,"Cuando #Anonymous revele lo que vaya a exponer nos hacemos los sorprendidos, va?"
Ivan_Ducales,,"Señores de #Anonymous, por aquí les mandan decir que se den una pasadita por Datacrédito. https://t.co/pfC6lGiFFU"
nicolassxc_,,yo opino que #Anonymous sea el nuevo presidente.
JanoCavazos,Playa del carmen,"👉 Siganme @prof_memetovski
.
.
.
.
#memes #memes #momo #momos #memazos #memeslatinos #profesormemetovski #frases… https://t.co/69JDvA8Z3Y"
JanoCavazos,Playa del carmen,"👉 Siganme @prof_memetovski
.
.
.
.
#memes #memes #momo #momos #memazos #memeslatinos #profesormemetovski #frases… https://t.co/KVW6g2RIT5"
JanoCavazos,Playa del carmen,"👉 Siganme @prof_memetovski
.
.
.
.
#memes #memes #momo #momos #memazos #memeslatinos #profesormemetovski #frases… https://t.co/LzULJvLKfW"
Lavistimaria,,Les propongo un sueño #Anonymous https://t.co/eamDzMAFaS
SorryForN,"Medellín, Colombia","El video me hizo llorar porque es horrible la cantidad de injusticias que se han cometido en este gobierno, la cant… https://t.co/rlcR00Picp"
BricenoLiliaba9,Nicaragua,"‼️‼️@AnonymousOpCOL 🚨‼️✊🏻🇨🇴
Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous #SOSColombiaDDHH #SOSColmbia… https://t.co/VGhLLNJbpC"
dxteban27,"Madrid, España ",Por favor no los vayan a dejar en la quiebra... Ellos son personas de bien #ParoNacional4M #VandalismoPuroYDuro… https://t.co/KEyAA9onP7
JohnOrgn,On Melancholy Hill,Verga solo entrene y me bañe y #Anonymous ya es TT. Kestapasanda?
alexa38610,colombia,🇨🇴La nueva base Cali hace un par de horas #comisioninteramericanadederechoshumanos #wola… https://t.co/3qjBwmObha
Leonard9126,Neiva - Huila,"Les propongo que modernicemos las protestas, se cierran las ciudades y se coloquen los medios adelante de la marcha… https://t.co/k0A3qI43wX"
GipsyLozano,"Quindio, Colombia","#Anonymous modifica el escudo del #EjercitoNacional de Colombia.
@COL_EJERCITO 
#ParoIndefinido2021 #ParoNacional https://t.co/PBKoLEfxRo"
redcajapandora,,#Anonymous Colombia retira la página oficial del Ejército Nacional de Colombia en rechazo a los asesinatos y hostig… https://t.co/hZUFumjraF
cryptumm,Colombia,"Al Estado narco-paramilitar colombiano le queda poco tiempo.

#Nazi 
#Anonymous 
#SOSColombiaDDHH… https://t.co/NYNdk9YkJv"
diegonoticiass,"Bogotá, D.C., Colombia","Los artistas colombianos apenas vieron que Justin Bieber publicó algo de Colombia.
#Anonymous
#SOSColombiaDDHH… https://t.co/XUFp8xQXDC"
Simn60254854,,Veo #Anonymous tumbenle el programa a duque
noc0ps,,"Prohíbo olvidar

Dictadura Nazi en Colombia

El 11 de febrero de 1935  declarados huéspedes de honor por 
las autor… https://t.co/aWbeKBuapc"
_Ralito,Venezuela ,"🚨🦺 ATENCIÓN: es necesario, COPIEN Y PEGUEN que el mundo sepa que LATINOAMÉRICA TODA apoya a #Colombia en el… https://t.co/gmfKpZfRTG"
weasley_mila,(she/her),el gobierno colombiano se metió con la generación que confía más en #Anonymous que en el propio gobierno… https://t.co/2pJs41aAUm
RzyKyami,,"DEBERIAMO TODOS PONER EL HIMNO NACIONAL A CIERTA HORA EN FORMA DE PROTESTA
#SOSColombiaDDHH  #Anonymous  #paronacional"
cruzalexa,"Florencia, Colombia",Pos le digo si puede que le saque los trapitos sucios al gobierno el pais se lo agradece eso si bien sacado hasta l… https://t.co/f2wfFDAHhO
1tintico,,"Hola dios soy yo otra vez:
Aquí estoy  esperando que  #Anonymous filtre todas las atrocidades de este desgobierno g… https://t.co/EpGWduGu1V"
ArcilaVito,"Palmira, Colombia","Que entran J Balbín, Carlos Vives y Dangond a ciudad jardín.

#SOSColombiaDDHH
#ParoNacional4M 
#Anonymous"
IsabelleMelen15,,Se metieron con la generación que confía más en #Anonymous que en el gobierno. #DuqueAsesino… https://t.co/EBYf432VmO
alex961511,,#Anonymous #AnonymousColombia     A separar las tetas de mi amorcito @YourAnonNewsESP https://t.co/x9VLvxqFI4
NTDiaz_,Colombia,"Cuando el gobierno no te cuida, llega un hermano mayor que en verdad se preocupa por tí #Anonymous https://t.co/woj3yyrpCj"
lucrencio94,"Medellín, Colombia","#Anonymous Dónde se le metan a Duque en esa gonorrea de programa que solo ve la mamá de ese Hp, me les quitó el sombrero."
silviagalindoe,,@cesartrespena @IvanDuque #DuqueAsesino #SOSColombiaNosEstanMatando #SOSColombiaEnDictadura #ColombiaEnAlertaRoja… https://t.co/Vt5ugQipW0
_djedo,colombia,Somos una nación que pide justicia ayúdanos #SOSColombiaDDHH #Anonymous #SOSColombiaNosEstanMatando… https://t.co/l05UVMAKYb
soyjhones,"Medellín, Colombia","Cada que #Anonymous mete mano al país, me recuerda que para ser un líder/héroe no se necesita capa, sino, güevas."
NStefania17,Polombia ,"#Anonymous llegó con TODAAAAAAAA.

#SOSColombiaNosEstanMatando #ColombiaEnAlertaRoja"
rkx73,La Red,"#AnonymousOpCOL
#Anonymous se atribuye #hackeo a la página del Ejército Nacional
https://t.co/lIiATpQ9Fo"
InUrDreamsLoser,Colombia,Mientras tanto en los servidores del ejercicio de Colombia #Anonymous los envidiosos dirán que les tiraron una papa… https://t.co/yEM6OHovgi
MirelbysE,"Bogotá, D.C., Colombia","#Anonymous ha hecho más en medio día, que los gobernantes en años"
EmersonMontoy13,"Cali, Colombia",ALTUOEN SABE QUIEN ESTA TRASMITIENDO EN LA CIUDAD DE BOGOTÁ?? #Anonymous #ONUintervengaColombia #ONG #Bogota
vaelopzq,,Gracias  #Anonymous el pueblo los necesita !
Lizezita10,,@AnonymousOpCOL No es mala idea #Anonymous https://t.co/oQ3XhphEV0
juancarroll98,"Barranquilla, Colombia",#Anonymous me devolvió la esperanza. ¡Qué grande! ✊🏻
SergioZ45671124,,@AnonymousOpCOL Este es tu idolo el mio si❤️❤️❤️ #Anonymous
JeanUckerman,Colombia,#Anonymous cumpliendo su palabra vamos con toda a derrotar a los bandidos del poder a derrotar al #MalditoUribismo… https://t.co/zZgNb68F80
SoulChange2,,"#Anonymous
ES HORA DE UN CAMBIO, DE UN VERDADERO CAMBIO, DE UN CAMBIO EN EL QUE TU FORMES PARTE
#SOSColmbia"
Mediarse,Planeta Tierra,"La lucha por los derechos humanos.

#SOSColombiaDDHH  
#Anonymous 
#MasacreEnColombia 

@DeCurreaLugo @atilioboron… https://t.co/zZWpWwNQrs"
IIgok_dong,,"@estebanosoriop6 @Mila_btslove @AnonymousOpCOL Colombia sigue en lucha ✊🏻🇨🇴
#Anonymous #SOSColombiaDDHH #SOSColmbia… https://t.co/SVFBHtHhmN"
CamiloR_2002,,Toda Colombia hoy. #Anonymous #SOSColombiaDDHH #Colombia #NosEstamosMatando #DuqueRenuncie https://t.co/vzDkB86Rd9
noc0ps,,"El Facismo está en COLOMBIA

#Anonymous https://t.co/EZLG7TYGRK"
Cristiancalacas,"Medellín, Colombia",#Anonymous porfa bórrame de data crédito . Mi nombre es Cristhian cédula 12345678910
MP_094,,"“El ejército ASESINO de Colombia” #Anonymous 
#EnColombiaEstanMatandoCiviles https://t.co/E77T5fNJha"
crimiia,,JAJAJAJAJ yo pienso lo mismo #Anonymous https://t.co/kBmKTiOYb6
Mimi73712,,"Otra vez estos manes? Si el Gobierno no sirve,por lo menos espero que esos si #Anonymous #AnonymousColombia"
Freddie56521157,,"#Anonymous ASÍ NO SEAN DE COLOMBIA, COPIA Y PEGA
 @ONU_es
@onucolombia 
@ONU_derechos
@CIDH
@ajplusespanol… https://t.co/GiH44RBRZd"
edisonlopb,Colombia,"@AnonymousOpCOL VAMOS MI PUEBLO!, CONTRA EL NARCO GENOCIDA ALVARO URIBE VELEZ Y SU BANDA CRIMINAL! #Anonymous https://t.co/20RcqaaFuQ"
AlejandraLuuu,,"Se metieron con la generacion que tiene como Ídolo a #Anonymous 
#SOSColombiaDDHH"
pichurria_col,,"⚠️ Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN EL ⚠️#SOSColombiaDDHH"
IvanTovar01,"Barranquilla, Colombia","El proceder de muchas y muchos en Colombia es: Mientras esté bien yo, y no esté pasando nada en mi círculo cercano,… https://t.co/lO6CxkuA91"
StevenMelndez6,,Todas mis redes sociales hoy: #Anonymous https://t.co/QKrVyAFozb
AlanVen54065524,,#Anonymous no todas las guerras son en la calle
MP_094,,"“El ejército ASESINO de Colombia” #Anonymous 
#EnColombiaEstanMatandoCiviles 
#Colombia 
#SOSColombiaDDHH https://t.co/pJkKt9DH1z"
memeologia_clsc,Memelandia,"madre mía, y eso que mayo acaba de empezar #Anonymous"
LeonidDc,"Lower Silesia, Poland",Ya que están hackeando la página del ejército que no le importa a NADIE! Más bien borren la base de datos del ICET3… https://t.co/iMb5B7W1lz
Mrgato70,"Pereira, Colombia","#Anonymous #Colombia #ColombiaEnAlertaRoja #ColombiaAntiUribista #ColombiaSeRespeta
Se les acabó el chiste esto aca… https://t.co/VdcoVQHfCQ"
MP_094,,"“El ejército ASESINO de Colombia” #Anonymous 
#EnColombiaEstanMatandoCiviles https://t.co/lJ12RAyLMf"
Oscar56148768,Turrajón,"Ojalá alguien hackee YouTube y quiten la maldita publicidad

#Anonymous"
PEKIS_CHAN,Azcapotzalco ,"#Anonymous
ASÍ NO SEAN DE COLOMBIA, COPIEN Y PEGUEN 
@ONU_es
@onucolombia
@ONU_derechos
@CIDH
@CNNEE
@cnnbrk… https://t.co/KQJZtJEQUg"
OBean9,,se metieron con la generación que confía mas en en #Anonymous que en el gobierno de mierda de este pais #Colombia
juancastanyeda,Barcelona,La página oficial del #Ejército de #Colombia fue vulnerada por #Anonymous filtrándose las contraseñas de más de 150… https://t.co/kCdwMjH2pq
JeanUckerman,Colombia,@CNNEE @soyfdelrincon @AlvaroUribeVel @IvanDuque Por favor como van a entrevistar al cerebro de la masacre en Colom… https://t.co/okT8tdviAz
Otra_Gemela,Colombia,"@YourAnonNewsESP no querrá tumbarle la cuenta de Twitter al mercenario de @AlvaroUribeVel
#Anonymous… https://t.co/bZtHPRGr5s"
elnadaista,,"#SOSColombiaDDHH
676K
#ParoNacional4M
123K
#CHAMPIONSxESPN
#Anonymous
24K
Justin Bieber
65K
Shakira
78K… https://t.co/fEwnatHFsw"
linaherreram_,"Bogotá, D.C., Colombia",#Anonymous ERES INCREÍBLEEEEEEEEEEEE
JohanFI17,,"#Anonymous Por fin el mundo entero no escucha, es el momento de levantar todos nuestro esfuerzo es el momento de ca… https://t.co/vYB1hw8umO"
MariajOspino17,"Valledupar, Colombia","Lo mejor que puede hacer #Anonymous es borrar la base de datos de datacredito y del icetex, quedó atenta."
Julian_Motoa,colombia,YO creo que no solo yo si no todos los #colombianos le pedimos a #Anonymous que interfiera con el progama de las 6… https://t.co/WuTxOPdjXL
Sara22517928,"Medellín, Colombia",#Anonymous que le abra los ojos a los que se hacen llamar Uribestias y muestre lo que hace su querido Paraco Don Álvaro Uribe Vélez
SOYMARYDELGADO,"Medellin-Antioquia,Colombia","⚠️ Si nos están escuchando NO PAREN #ANONYMOUS EN 48 HORAS SI NO PARAN LA ORDEN, ENTRARA EN NUESTRO SISTEMA, UTILICEN EL ⚠️#SOSColombiaDDHH"
elnadaista,,"#SOSColombiaDDHH
676K
#ParoNacional4M
123K
#CHAMPIONSxESPN
#Anonymous
24K
Justin Bieber
65K
Shakira
78K… https://t.co/lidAY6px6X"
MarvinJVelez,"Bogotá, D.C., Colombia",#Anonymous asi debe ser y deberian revelar los secretos oscuros de los gloriosos
francoloaiza,"Medellin,Colombia","@IvanDuque @AlvaroUribeVel
@COMANDANTE_EJC
@COL_EJERCITO @PoliciaColombia son los responsables directos por la muer… https://t.co/z8aQND4eYx"
Ivan_Ducales,,"¿Entonces #Anonymous va a apoyar a la gente?

¿Por qué no empieza por el Icetex?"
v_gilrs,,"#Anonymous
ASÍ NO SEAN DE COLOMBIA, COPIEN Y PEGUEN 
@ONU_es
@onucolombia
@ONU_derechos
@CIDH
@CNNEE
@cnnbrk… https://t.co/MeX6jUXQL0"
NuitNoire27,"Bogotá, DC, Colombia",#Anonymous los amamos pero también toca la página del doctor muerte.
JhonAlexTS,"Bogotá, D.C., Colombia","Viejo sapo rastrero no le basta con Colombia y ahora quiere arruinar al Perú.

#Anonymous #ParoNacional4M… https://t.co/10d6CEeUXv"
Enola21221927,Barcelona,🚨⚠️ ATENCIÓN: es necesario que COPIEN Y PEGUEN la lista de manifestantes desaparecidos durante el #ParoNacional4M e… https://t.co/HqzjoX8nMD
Fernandoa1988,,Señor @AnonymousOpCOL Tendría usted la amabilidad de entrar a Data crédito y borrar mi historial con las deudas que… https://t.co/MOQDYXJXgR
alexa38610,colombia,🇨🇴La nueva base Cali hace un par de horas #comisioninteramericanadederechoshumanos #wola… https://t.co/joMjxKN3QJ
conzumogonzo,,"Mapping en Bogota a modo de protesta ! 
 #paro #colombia #soscolombia #soscolombiaddhh #paronacionalcolombia… https://t.co/6PtWu4RaWv"
bandeja_paisa1,,"#Anonymous
ASÍ NO SEAN DE COLOMBIA, COPIEN Y PEGUEN 
@ONU_es
@onucolombia
@ONU_derechos
@CIDH
@CNNEE
@cnnbrk… https://t.co/DBTn9FXaxO"
erimila14,"Bello, Colombia","#Anonymous, ayuda por favor #SOSColombiaDDHH"
sofiymanu05,"Medellín, Colombia","Ni perdón, ni olvido.
porque jamás perdonaré, ni olvidaré como una madre tuvo que levantar una manta ensangrentada… https://t.co/5VI9UbuZo4"
lindacortes0212,Colombia,Veo que les importa más la opinión de un famoso que vive en el extranjero que la de un ciudadano bueno y honrado qu… https://t.co/jMktNVG3aY
alexa38610,colombia,🇨🇴La nueva base Cali hace un par de horas #comisioninteramericanadederechoshumanos #wola… https://t.co/m6dueUb1CN
Sara22517928,"Medellín, Colombia",Pido por favor a #Anonymous que interfiera en el programa de las 6:00 PM de Porky
MCG0806,"Honda, Colombia","Que el ser un bobo hijueputa al menos no le quite la empatía 
#SOSColombiaDDHH #Anonymous #SOSColombiaEnDictadura"
Mayre51230284,,venezolanos que vivimos aquí porque adonde podre ir #SOSColombiaDDHH #Colombia #SOSColombiaNosEstanMatando #Anonymous
NiEstatNiRei,Utòpic World ,"Pueblo de #Colombia, estamos contigo.🖤🔥💪🏼 

#ParoNacional4M #DuqueDictador #SOSColombiaDDHH #Anonymous https://t.co/T88S94EDny"
Soachacomunica,"Soacha, Cundinamarca","#SOSColombiaDDHH
El movimiento internacional de ciberactivistas conocido como #Anonymous, a través de #Twitter se h… https://t.co/Nz7xYa7FAB"
edmtop1,"Nueva York, USA","https://t.co/2iGUOPDVVx VER ENLACE POR FAVOR, EN COLOMBIA NOS ESTÁN MASACRADO #SOSColombiaDDHH #Anonymous… https://t.co/HOKW5ku8pt"
MirandaHobbesok,"Rosario, Argentina",Me gustaría que #Anonymous se ocupe de los quilombos que hay en Argentina 🇦🇷
PATICO999,,"porfa #Anonymous  ayuda 
#SOSColombiaDDHH 
#SOSColombiaDDHH https://t.co/sDQMD7y7vh"
laugarcess,Colombia,#Anonymous no te va a borrar de los cartones de los pague diarios. Ve a pagar.
diegonoticiass,"Bogotá, D.C., Colombia","Levanten la mano los nuevos fans de Anonimous

#Anonymous https://t.co/gJL9F5BuRt"
